road_id,accident_id,road_type,lighting,road_condition,response_time
R4394,4394,Highway,Dim Light,Wet,<10 min
R4395,4395,Highway,No Light,Wet,>30 min
R4396,4396,Rural Road,Street Light,Under Construction,>30 min
R4397,4397,City Road,Daylight,Under Construction,10-20 min
R4398,4398,Expressway,Street Light,Under Construction,>30 min
R4399,4399,Expressway,Street Light,Under Construction,20-30 min
R4400,4400,Highway,Dim Light,Wet,>30 min
R4401,4401,Highway,Street Light,Dry,10-20 min
R4402,4402,City Road,Dim Light,Damaged,10-20 min
R4403,4403,City Road,Dim Light,Wet,10-20 min
R4404,4404,Rural Road,Daylight,Under Construction,20-30 min
R4405,4405,Expressway,Daylight,Damaged,20-30 min
R4406,4406,Expressway,No Light,Under Construction,10-20 min
R4407,4407,City Road,Street Light,Under Construction,10-20 min
R4408,4408,Expressway,No Light,Damaged,>30 min
R4409,4409,City Road,Dim Light,Damaged,>30 min
R4410,4410,Highway,Dim Light,Damaged,<10 min
R4411,4411,Rural Road,Dim Light,Dry,10-20 min
R4412,4412,Highway,Dim Light,Under Construction,10-20 min
R4413,4413,Rural Road,Daylight,Dry,20-30 min
R4414,4414,Highway,Daylight,Wet,10-20 min
R4415,4415,City Road,Street Light,Dry,>30 min
R4416,4416,Highway,Daylight,Under Construction,20-30 min
R4417,4417,Expressway,No Light,Damaged,>30 min
R4418,4418,Rural Road,Daylight,Wet,20-30 min
R4419,4419,Expressway,Dim Light,Wet,>30 min
R4420,4420,City Road,No Light,Damaged,20-30 min
R4421,4421,Highway,Street Light,Dry,>30 min
R4422,4422,City Road,Dim Light,Wet,<10 min
R4423,4423,Rural Road,No Light,Wet,10-20 min
R4424,4424,Rural Road,Dim Light,Dry,10-20 min
R4425,4425,Highway,Dim Light,Wet,<10 min
R4426,4426,City Road,Street Light,Dry,20-30 min
R4427,4427,Expressway,Daylight,Wet,20-30 min
R4428,4428,Rural Road,No Light,Damaged,10-20 min
R4429,4429,City Road,Street Light,Under Construction,20-30 min
R4430,4430,Highway,Daylight,Wet,10-20 min
R4431,4431,Rural Road,No Light,Dry,10-20 min
R4432,4432,Rural Road,Dim Light,Dry,20-30 min
R4433,4433,City Road,Street Light,Dry,>30 min
R4434,4434,City Road,No Light,Under Construction,20-30 min
R4435,4435,Highway,Street Light,Dry,10-20 min
R4436,4436,City Road,Street Light,Under Construction,20-30 min
R4437,4437,Expressway,Street Light,Damaged,20-30 min
R4438,4438,City Road,Dim Light,Damaged,<10 min
R4439,4439,Rural Road,Daylight,Wet,20-30 min
R4440,4440,City Road,Daylight,Dry,10-20 min
R4441,4441,Rural Road,Dim Light,Dry,<10 min
R4442,4442,City Road,Dim Light,Wet,20-30 min
R4443,4443,City Road,Dim Light,Wet,<10 min
R4444,4444,Expressway,Dim Light,Dry,20-30 min
R4445,4445,Rural Road,Dim Light,Under Construction,>30 min
R4446,4446,Rural Road,Dim Light,Under Construction,20-30 min
R4447,4447,Highway,Daylight,Under Construction,>30 min
R4448,4448,City Road,Daylight,Damaged,>30 min
R4449,4449,Highway,Dim Light,Wet,20-30 min
R4450,4450,Expressway,Street Light,Under Construction,>30 min
R4451,4451,Rural Road,Street Light,Damaged,>30 min
R4452,4452,Highway,Street Light,Dry,20-30 min
R4453,4453,Rural Road,No Light,Under Construction,<10 min
R4454,4454,Rural Road,Dim Light,Under Construction,<10 min
R4455,4455,Highway,No Light,Damaged,<10 min
R4456,4456,Expressway,Dim Light,Under Construction,10-20 min
R4457,4457,Rural Road,No Light,Under Construction,<10 min
R4458,4458,Rural Road,Street Light,Damaged,<10 min
R4459,4459,Highway,No Light,Dry,10-20 min
R4460,4460,Expressway,No Light,Damaged,10-20 min
R4461,4461,Expressway,Dim Light,Dry,<10 min
R4462,4462,City Road,No Light,Dry,20-30 min
R4463,4463,Expressway,Street Light,Damaged,10-20 min
R4464,4464,Highway,Street Light,Damaged,20-30 min
R4465,4465,Expressway,Daylight,Under Construction,20-30 min
R4466,4466,Highway,Dim Light,Under Construction,20-30 min
R4467,4467,City Road,No Light,Damaged,<10 min
R4468,4468,Rural Road,Dim Light,Dry,>30 min
R4469,4469,Expressway,No Light,Under Construction,20-30 min
R4470,4470,City Road,No Light,Under Construction,<10 min
R4471,4471,Rural Road,Daylight,Under Construction,>30 min
R4472,4472,Rural Road,Street Light,Wet,10-20 min
R4473,4473,City Road,No Light,Damaged,10-20 min
R4474,4474,City Road,No Light,Wet,20-30 min
R4475,4475,Rural Road,Daylight,Dry,10-20 min
R4476,4476,Expressway,Street Light,Damaged,<10 min
R4477,4477,Highway,Dim Light,Wet,10-20 min
R4478,4478,Rural Road,Street Light,Damaged,>30 min
R4479,4479,Highway,No Light,Dry,<10 min
R4480,4480,Rural Road,Dim Light,Under Construction,>30 min
R4481,4481,Expressway,Dim Light,Under Construction,10-20 min
R4482,4482,Rural Road,No Light,Dry,10-20 min
R4483,4483,Highway,Dim Light,Damaged,10-20 min
R4484,4484,City Road,Dim Light,Under Construction,10-20 min
R4485,4485,Highway,Daylight,Damaged,<10 min
R4486,4486,Rural Road,No Light,Dry,<10 min
R4487,4487,Rural Road,Dim Light,Dry,>30 min
R4488,4488,Highway,Daylight,Under Construction,<10 min
R4489,4489,Expressway,Street Light,Wet,>30 min
R4490,4490,Highway,No Light,Dry,20-30 min
R4491,4491,Rural Road,Dim Light,Under Construction,20-30 min
R4492,4492,Rural Road,Street Light,Damaged,10-20 min
R4493,4493,Rural Road,Daylight,Dry,>30 min
R4494,4494,Expressway,Street Light,Under Construction,10-20 min
R4495,4495,Rural Road,Street Light,Dry,>30 min
R4496,4496,Highway,No Light,Dry,>30 min
R4497,4497,Rural Road,Street Light,Dry,20-30 min
R4498,4498,Expressway,Daylight,Damaged,20-30 min
R4499,4499,Rural Road,No Light,Damaged,<10 min
R4500,4500,City Road,Dim Light,Under Construction,<10 min
R4501,4501,Highway,Daylight,Under Construction,>30 min
R4502,4502,Highway,Dim Light,Damaged,20-30 min
R4503,4503,Expressway,Daylight,Dry,10-20 min
R4504,4504,City Road,Street Light,Under Construction,10-20 min
R4505,4505,City Road,Daylight,Dry,>30 min
R4506,4506,Highway,Dim Light,Dry,20-30 min
R4507,4507,Highway,Street Light,Under Construction,20-30 min
R4508,4508,Rural Road,Street Light,Under Construction,>30 min
R4509,4509,Highway,Dim Light,Dry,10-20 min
R4510,4510,Expressway,Dim Light,Under Construction,10-20 min
R4511,4511,Expressway,Street Light,Wet,20-30 min
R4512,4512,City Road,No Light,Under Construction,20-30 min
R4513,4513,Rural Road,Daylight,Wet,<10 min
R4514,4514,Rural Road,Dim Light,Damaged,10-20 min
R4515,4515,City Road,Street Light,Dry,10-20 min
R4516,4516,Expressway,No Light,Dry,<10 min
R4517,4517,City Road,Street Light,Wet,20-30 min
R4518,4518,Highway,Dim Light,Wet,20-30 min
R4519,4519,Highway,Daylight,Wet,20-30 min
R4520,4520,Rural Road,Daylight,Damaged,10-20 min
R4521,4521,Rural Road,Daylight,Damaged,<10 min
R4522,4522,City Road,Dim Light,Wet,10-20 min
R4523,4523,City Road,Dim Light,Under Construction,<10 min
R4524,4524,Highway,No Light,Damaged,<10 min
R4525,4525,Rural Road,Street Light,Dry,<10 min
R4526,4526,Expressway,Daylight,Under Construction,<10 min
R4527,4527,Expressway,No Light,Dry,10-20 min
R4528,4528,Highway,Daylight,Damaged,<10 min
R4529,4529,City Road,No Light,Wet,<10 min
R4530,4530,Expressway,No Light,Under Construction,<10 min
R4531,4531,City Road,No Light,Wet,<10 min
R4532,4532,City Road,Daylight,Under Construction,20-30 min
R4533,4533,Expressway,Dim Light,Under Construction,<10 min
R4534,4534,City Road,Street Light,Dry,>30 min
R4535,4535,City Road,Street Light,Dry,10-20 min
R4536,4536,Expressway,No Light,Damaged,>30 min
R4537,4537,Rural Road,Street Light,Dry,>30 min
R4538,4538,Rural Road,Dim Light,Dry,10-20 min
R4539,4539,Highway,Daylight,Wet,20-30 min
R4540,4540,Expressway,No Light,Dry,<10 min
R4541,4541,Rural Road,Dim Light,Under Construction,20-30 min
R4542,4542,City Road,Daylight,Wet,20-30 min
R4543,4543,Rural Road,Street Light,Under Construction,20-30 min
R4544,4544,Highway,Street Light,Damaged,10-20 min
R4545,4545,City Road,No Light,Wet,20-30 min
R4546,4546,City Road,Street Light,Damaged,10-20 min
R4547,4547,Highway,Daylight,Dry,<10 min
R4548,4548,City Road,Street Light,Dry,>30 min
R4549,4549,Expressway,Dim Light,Under Construction,<10 min
R4550,4550,Highway,Dim Light,Wet,<10 min
R4551,4551,City Road,Dim Light,Damaged,20-30 min
R4552,4552,Highway,Daylight,Damaged,<10 min
R4553,4553,Rural Road,Dim Light,Damaged,20-30 min
R4554,4554,Rural Road,Daylight,Dry,>30 min
R4555,4555,Rural Road,No Light,Wet,>30 min
R4556,4556,Highway,Daylight,Under Construction,20-30 min
R4557,4557,Expressway,Street Light,Damaged,<10 min
R4558,4558,Expressway,Dim Light,Dry,>30 min
R4559,4559,Highway,Daylight,Damaged,>30 min
R4560,4560,Highway,Dim Light,Dry,10-20 min
R4561,4561,Rural Road,Street Light,Damaged,10-20 min
R4562,4562,City Road,No Light,Damaged,>30 min
R4563,4563,Expressway,Street Light,Damaged,>30 min
R4564,4564,Highway,Street Light,Wet,>30 min
R4565,4565,City Road,No Light,Under Construction,<10 min
R4566,4566,Expressway,Street Light,Damaged,<10 min
R4567,4567,Rural Road,No Light,Damaged,20-30 min
R4568,4568,Highway,Dim Light,Dry,<10 min
R4569,4569,City Road,No Light,Damaged,10-20 min
R4570,4570,City Road,Daylight,Dry,10-20 min
R4571,4571,Expressway,No Light,Under Construction,10-20 min
R4572,4572,City Road,Street Light,Under Construction,10-20 min
R4573,4573,City Road,Street Light,Under Construction,10-20 min
R4574,4574,Highway,Dim Light,Wet,20-30 min
R4575,4575,City Road,No Light,Wet,20-30 min
R4576,4576,Expressway,No Light,Wet,10-20 min
R4577,4577,City Road,Street Light,Damaged,20-30 min
R4578,4578,Highway,Street Light,Dry,<10 min
R4579,4579,Expressway,No Light,Damaged,10-20 min
R4580,4580,Rural Road,Daylight,Dry,20-30 min
R4581,4581,Rural Road,Dim Light,Damaged,20-30 min
R4582,4582,Highway,Daylight,Dry,10-20 min
R4583,4583,Highway,No Light,Under Construction,20-30 min
R4584,4584,Rural Road,Dim Light,Wet,20-30 min
R4585,4585,Highway,Dim Light,Wet,>30 min
R4586,4586,Expressway,Daylight,Damaged,<10 min
R4587,4587,Highway,No Light,Under Construction,10-20 min
R4588,4588,City Road,Dim Light,Under Construction,<10 min
R4589,4589,City Road,Dim Light,Under Construction,20-30 min
R4590,4590,Highway,Street Light,Wet,20-30 min
R4591,4591,Rural Road,Daylight,Damaged,20-30 min
R4592,4592,Expressway,Dim Light,Under Construction,20-30 min
R4593,4593,City Road,Dim Light,Dry,<10 min
R4594,4594,Rural Road,Daylight,Wet,20-30 min
R4595,4595,Highway,Dim Light,Wet,10-20 min
R4596,4596,Highway,Street Light,Dry,>30 min
R4597,4597,Rural Road,Daylight,Wet,20-30 min
R4598,4598,Expressway,Dim Light,Wet,10-20 min
R4599,4599,Expressway,Street Light,Wet,<10 min
R4600,4600,Expressway,Daylight,Damaged,>30 min
R4601,4601,Rural Road,No Light,Damaged,<10 min
R4602,4602,Highway,Dim Light,Wet,>30 min
R4603,4603,Highway,Street Light,Under Construction,10-20 min
R4604,4604,Expressway,Dim Light,Dry,>30 min
R4605,4605,Expressway,Dim Light,Under Construction,10-20 min
R4606,4606,Highway,No Light,Under Construction,20-30 min
R4607,4607,City Road,Dim Light,Dry,10-20 min
R4608,4608,Highway,Daylight,Damaged,<10 min
R4609,4609,City Road,Dim Light,Under Construction,<10 min
R4610,4610,Rural Road,Dim Light,Dry,20-30 min
R4611,4611,City Road,Daylight,Damaged,20-30 min
R4612,4612,City Road,Street Light,Dry,>30 min
R4613,4613,City Road,Street Light,Dry,10-20 min
R4614,4614,Rural Road,Dim Light,Wet,>30 min
R4615,4615,Rural Road,Daylight,Wet,20-30 min
R4616,4616,City Road,No Light,Dry,>30 min
R4617,4617,Rural Road,No Light,Dry,20-30 min
R4618,4618,City Road,No Light,Wet,10-20 min
R4619,4619,Highway,Daylight,Under Construction,>30 min
R4620,4620,City Road,No Light,Damaged,10-20 min
R4621,4621,Highway,Street Light,Wet,10-20 min
R4622,4622,Expressway,Dim Light,Under Construction,20-30 min
R4623,4623,Expressway,Daylight,Under Construction,>30 min
R4624,4624,City Road,Daylight,Damaged,>30 min
R4625,4625,City Road,Daylight,Wet,<10 min
R4626,4626,Highway,Dim Light,Damaged,>30 min
R4627,4627,Rural Road,Dim Light,Under Construction,10-20 min
R4628,4628,Highway,Daylight,Under Construction,10-20 min
R4629,4629,Rural Road,No Light,Damaged,20-30 min
R4630,4630,City Road,Street Light,Damaged,<10 min
R4631,4631,Rural Road,No Light,Under Construction,20-30 min
R4632,4632,Expressway,Daylight,Wet,10-20 min
R4633,4633,City Road,Dim Light,Dry,>30 min
R4634,4634,City Road,Daylight,Wet,>30 min
R4635,4635,City Road,Daylight,Dry,>30 min
R4636,4636,Rural Road,Street Light,Wet,20-30 min
R4637,4637,Rural Road,Street Light,Damaged,>30 min
R4638,4638,Highway,No Light,Wet,20-30 min
R4639,4639,Highway,Dim Light,Under Construction,<10 min
R4640,4640,Highway,Street Light,Under Construction,<10 min
R4641,4641,Rural Road,Daylight,Wet,10-20 min
R4642,4642,Expressway,Dim Light,Dry,10-20 min
R4643,4643,City Road,Daylight,Under Construction,10-20 min
R4644,4644,Rural Road,Daylight,Dry,20-30 min
R4645,4645,Rural Road,No Light,Dry,>30 min
R4646,4646,City Road,Dim Light,Wet,<10 min
R4647,4647,Highway,No Light,Wet,10-20 min
R4648,4648,Highway,Dim Light,Damaged,10-20 min
R4649,4649,Highway,Daylight,Wet,20-30 min
R4650,4650,Highway,Dim Light,Wet,20-30 min
R4651,4651,Rural Road,No Light,Dry,<10 min
R4652,4652,Highway,No Light,Dry,10-20 min
R4653,4653,Highway,Daylight,Damaged,10-20 min
R4654,4654,Rural Road,Street Light,Damaged,10-20 min
R4655,4655,Rural Road,Daylight,Under Construction,10-20 min
R4656,4656,City Road,Street Light,Wet,10-20 min
R4657,4657,Expressway,Street Light,Damaged,20-30 min
R4658,4658,Highway,Dim Light,Dry,10-20 min
R4659,4659,Expressway,Dim Light,Wet,>30 min
R4660,4660,Rural Road,Daylight,Under Construction,>30 min
R4661,4661,Highway,Dim Light,Dry,>30 min
R4662,4662,City Road,Dim Light,Wet,>30 min
R4663,4663,Expressway,Street Light,Wet,>30 min
R4664,4664,Expressway,Dim Light,Damaged,<10 min
R4665,4665,City Road,No Light,Wet,<10 min
R4666,4666,Highway,Dim Light,Wet,10-20 min
R4667,4667,Expressway,No Light,Damaged,20-30 min
R4668,4668,Expressway,No Light,Dry,10-20 min
R4669,4669,City Road,Daylight,Under Construction,10-20 min
R4670,4670,Highway,Dim Light,Damaged,20-30 min
R4671,4671,Highway,Street Light,Under Construction,>30 min
R4672,4672,City Road,No Light,Under Construction,<10 min
R4673,4673,City Road,Dim Light,Under Construction,20-30 min
R4674,4674,City Road,Dim Light,Damaged,10-20 min
R4675,4675,City Road,Street Light,Dry,20-30 min
R4676,4676,Highway,Street Light,Damaged,10-20 min
R4677,4677,Expressway,Daylight,Under Construction,20-30 min
R4678,4678,Rural Road,No Light,Dry,10-20 min
R4679,4679,Expressway,Street Light,Damaged,10-20 min
R4680,4680,Rural Road,No Light,Wet,10-20 min
R4681,4681,Highway,No Light,Wet,>30 min
R4682,4682,Rural Road,Daylight,Damaged,20-30 min
R4683,4683,Rural Road,Dim Light,Under Construction,10-20 min
R4684,4684,Highway,Dim Light,Damaged,>30 min
R4685,4685,Rural Road,Street Light,Under Construction,20-30 min
R4686,4686,Highway,Dim Light,Dry,<10 min
R4687,4687,Rural Road,No Light,Damaged,>30 min
R4688,4688,City Road,No Light,Damaged,<10 min
R4689,4689,Expressway,Daylight,Damaged,20-30 min
R4690,4690,Highway,Daylight,Dry,>30 min
R4691,4691,Rural Road,Street Light,Damaged,>30 min
R4692,4692,Highway,Daylight,Wet,10-20 min
R4693,4693,Expressway,Daylight,Under Construction,<10 min
R4694,4694,City Road,Dim Light,Wet,>30 min
R4695,4695,City Road,Street Light,Wet,10-20 min
R4696,4696,Expressway,Daylight,Dry,<10 min
R4697,4697,Highway,Daylight,Damaged,10-20 min
R4698,4698,Expressway,Daylight,Under Construction,10-20 min
R4699,4699,Expressway,Street Light,Wet,10-20 min
R4700,4700,City Road,No Light,Wet,10-20 min
R4701,4701,Highway,Street Light,Dry,10-20 min
R4702,4702,Rural Road,Daylight,Under Construction,>30 min
R4703,4703,Highway,Dim Light,Dry,20-30 min
R4704,4704,Rural Road,Street Light,Wet,<10 min
R4705,4705,Expressway,Dim Light,Under Construction,10-20 min
R4706,4706,Rural Road,Street Light,Under Construction,10-20 min
R4707,4707,Rural Road,Daylight,Under Construction,10-20 min
R4708,4708,Highway,Daylight,Dry,20-30 min
R4709,4709,City Road,Dim Light,Wet,20-30 min
R4710,4710,City Road,Daylight,Damaged,10-20 min
R4711,4711,Highway,Daylight,Under Construction,10-20 min
R4712,4712,Expressway,Street Light,Wet,10-20 min
R4713,4713,Rural Road,No Light,Damaged,10-20 min
R4714,4714,Expressway,No Light,Under Construction,<10 min
R4715,4715,Rural Road,No Light,Damaged,10-20 min
R4716,4716,Highway,Street Light,Damaged,20-30 min
R4717,4717,Highway,Daylight,Damaged,<10 min
R4718,4718,Rural Road,No Light,Dry,20-30 min
R4719,4719,Expressway,No Light,Damaged,>30 min
R4720,4720,Highway,Street Light,Damaged,>30 min
R4721,4721,Highway,Daylight,Wet,10-20 min
R4722,4722,City Road,Street Light,Under Construction,20-30 min
R4723,4723,Highway,No Light,Dry,>30 min
R4724,4724,Rural Road,Daylight,Under Construction,10-20 min
R4725,4725,Expressway,No Light,Dry,20-30 min
R4726,4726,Expressway,Street Light,Damaged,20-30 min
R4727,4727,City Road,No Light,Damaged,10-20 min
R4728,4728,Expressway,Street Light,Wet,10-20 min
R4729,4729,Expressway,Dim Light,Damaged,20-30 min
R4730,4730,Highway,Dim Light,Wet,>30 min
R4731,4731,City Road,No Light,Dry,<10 min
R4732,4732,Expressway,Dim Light,Wet,<10 min
R4733,4733,City Road,Dim Light,Under Construction,>30 min
R4734,4734,Rural Road,Dim Light,Damaged,>30 min
R4735,4735,City Road,Daylight,Damaged,>30 min
R4736,4736,Expressway,No Light,Under Construction,10-20 min
R4737,4737,Rural Road,No Light,Dry,<10 min
R4738,4738,City Road,Street Light,Wet,20-30 min
R4739,4739,City Road,No Light,Damaged,>30 min
R4740,4740,Rural Road,No Light,Damaged,>30 min
R4741,4741,Rural Road,Daylight,Dry,<10 min
R4742,4742,Highway,Daylight,Dry,20-30 min
R4743,4743,Expressway,Street Light,Dry,10-20 min
R4744,4744,Expressway,Street Light,Under Construction,<10 min
R4745,4745,City Road,Street Light,Damaged,10-20 min
R4746,4746,Rural Road,Dim Light,Dry,>30 min
R4747,4747,City Road,Street Light,Under Construction,20-30 min
R4748,4748,Expressway,Dim Light,Dry,10-20 min
R4749,4749,Expressway,No Light,Wet,<10 min
R4750,4750,Rural Road,Daylight,Under Construction,>30 min
R4751,4751,Rural Road,No Light,Under Construction,<10 min
R4752,4752,Rural Road,No Light,Damaged,<10 min
R4753,4753,Expressway,Dim Light,Damaged,10-20 min
R4754,4754,City Road,Daylight,Wet,10-20 min
R4755,4755,Rural Road,Dim Light,Dry,<10 min
R4756,4756,Rural Road,Street Light,Damaged,>30 min
R4757,4757,Highway,Daylight,Damaged,>30 min
R4758,4758,City Road,Daylight,Damaged,10-20 min
R4759,4759,Rural Road,Dim Light,Under Construction,>30 min
R4760,4760,Expressway,Daylight,Damaged,10-20 min
R4761,4761,Highway,Dim Light,Under Construction,>30 min
R4762,4762,Highway,Dim Light,Under Construction,20-30 min
R4763,4763,Expressway,Dim Light,Under Construction,20-30 min
R4764,4764,Expressway,Daylight,Dry,>30 min
R4765,4765,City Road,No Light,Damaged,<10 min
R4766,4766,Expressway,Daylight,Damaged,10-20 min
R4767,4767,City Road,Dim Light,Damaged,10-20 min
R4768,4768,Expressway,No Light,Dry,>30 min
R4769,4769,Highway,Dim Light,Under Construction,20-30 min
R4770,4770,City Road,Daylight,Under Construction,>30 min
R4771,4771,City Road,No Light,Dry,20-30 min
R4772,4772,City Road,No Light,Under Construction,10-20 min
R4773,4773,City Road,No Light,Wet,20-30 min
R4774,4774,City Road,Daylight,Under Construction,10-20 min
R4775,4775,Rural Road,Street Light,Under Construction,<10 min
R4776,4776,Highway,Street Light,Under Construction,<10 min
R4777,4777,Highway,Daylight,Damaged,>30 min
R4778,4778,Expressway,Daylight,Dry,20-30 min
R4779,4779,Highway,Dim Light,Wet,10-20 min
R4780,4780,Expressway,Daylight,Damaged,10-20 min
R4781,4781,City Road,Daylight,Wet,<10 min
R4782,4782,City Road,No Light,Damaged,20-30 min
R4783,4783,Rural Road,Street Light,Damaged,20-30 min
R4784,4784,Expressway,No Light,Dry,>30 min
R4785,4785,Highway,Daylight,Under Construction,>30 min
R4786,4786,Highway,No Light,Under Construction,>30 min
R4787,4787,Highway,Street Light,Damaged,10-20 min
R4788,4788,Rural Road,Street Light,Under Construction,10-20 min
R4789,4789,Rural Road,Street Light,Under Construction,>30 min
R4790,4790,Expressway,Dim Light,Damaged,<10 min
R4791,4791,Highway,Daylight,Dry,20-30 min
R4792,4792,Expressway,Daylight,Under Construction,<10 min
